iteration,chain,b0,b1,b2,b3,b4,h,lp,s8,Ωm
1,1,2.40177388587766,2.682066456775454,1.8479348451136564,1.2392964584037747,1.758641450802408,0.5141868547118871,2786.598931738861,0.9109931813857728,0.21302814532692507
2,1,2.40177388587766,2.682066456775454,1.8479348451136564,1.2392964584037747,1.758641450802408,0.5141868547118871,2786.598931738861,0.9109931813857728,0.21302814532692507
3,1,1.4566992232767895,1.3192614178632625,2.8817331312496863,1.9616193366803985,1.385141839689068,0.7283030803358348,7459.167306339392,0.7459101701307114,0.4078522548027549
4,1,1.374445466135475,1.6741277158292627,2.264393590688538,1.1284934304158318,1.8390210703877876,0.7679427229768065,8117.093857175686,0.7033765539929668,0.34578172329448553
5,1,1.374445466135475,1.6741277158292627,2.264393590688538,1.1284934304158318,1.8390210703877876,0.7679427229768065,8117.093857175686,0.7033765539929668,0.34578172329448553
6,1,1.374445466135475,1.6741277158292627,2.264393590688538,1.1284934304158318,1.8390210703877876,0.7679427229768065,8117.093857175686,0.7033765539929668,0.34578172329448553
7,1,1.374445466135475,1.6741277158292627,2.264393590688538,1.1284934304158318,1.8390210703877876,0.7679427229768065,8117.093857175686,0.7033765539929668,0.34578172329448553
8,1,1.374445466135475,1.6741277158292627,2.264393590688538,1.1284934304158318,1.8390210703877876,0.7679427229768065,8117.093857175686,0.7033765539929668,0.34578172329448553
9,1,1.374445466135475,1.6741277158292627,2.264393590688538,1.1284934304158318,1.8390210703877876,0.7679427229768065,8117.093857175686,0.7033765539929668,0.34578172329448553
10,1,1.374445466135475,1.6741277158292627,2.264393590688538,1.1284934304158318,1.8390210703877876,0.7679427229768065,8117.093857175686,0.7033765539929668,0.34578172329448553
11,1,1.374445466135475,1.6741277158292627,2.264393590688538,1.1284934304158318,1.8390210703877876,0.7679427229768065,8117.093857175686,0.7033765539929668,0.34578172329448553
12,1,1.168287763893679,1.8656070251154147,2.3546242027474555,2.353799404086516,2.015998677191338,0.546843611847432,8131.334585346019,0.6753852932603163,0.2203785356965392
13,1,1.168287763893679,1.8656070251154147,2.3546242027474555,2.353799404086516,2.015998677191338,0.546843611847432,8131.334585346019,0.6753852932603163,0.2203785356965392
14,1,1.168287763893679,1.8656070251154147,2.3546242027474555,2.353799404086516,2.015998677191338,0.546843611847432,8131.334585346019,0.6753852932603163,0.2203785356965392
15,1,1.168287763893679,1.8656070251154147,2.3546242027474555,2.353799404086516,2.015998677191338,0.546843611847432,8131.334585346019,0.6753852932603163,0.2203785356965392
16,1,1.168287763893679,1.8656070251154147,2.3546242027474555,2.353799404086516,2.015998677191338,0.546843611847432,8131.334585346019,0.6753852932603163,0.2203785356965392
17,1,1.168287763893679,1.8656070251154147,2.3546242027474555,2.353799404086516,2.015998677191338,0.546843611847432,8131.334585346019,0.6753852932603163,0.2203785356965392
18,1,1.168287763893679,1.8656070251154147,2.3546242027474555,2.353799404086516,2.015998677191338,0.546843611847432,8131.334585346019,0.6753852932603163,0.2203785356965392
19,1,1.168287763893679,1.8656070251154147,2.3546242027474555,2.353799404086516,2.015998677191338,0.546843611847432,8131.334585346019,0.6753852932603163,0.2203785356965392
20,1,2.3863504808270743,2.210542459020121,2.4101447375072387,2.7635537349883013,1.8390723987373638,0.8114115734079195,8203.058851521308,0.6324362255106389,0.23057182173835877
21,1,2.3863504808270743,2.210542459020121,2.4101447375072387,2.7635537349883013,1.8390723987373638,0.8114115734079195,8203.058851521308,0.6324362255106389,0.23057182173835877
22,1,2.3863504808270743,2.210542459020121,2.4101447375072387,2.7635537349883013,1.8390723987373638,0.8114115734079195,8203.058851521308,0.6324362255106389,0.23057182173835877
23,1,2.3863504808270743,2.210542459020121,2.4101447375072387,2.7635537349883013,1.8390723987373638,0.8114115734079195,8203.058851521308,0.6324362255106389,0.23057182173835877
24,1,2.3863504808270743,2.210542459020121,2.4101447375072387,2.7635537349883013,1.8390723987373638,0.8114115734079195,8203.058851521308,0.6324362255106389,0.23057182173835877
25,1,2.3863504808270743,2.210542459020121,2.4101447375072387,2.7635537349883013,1.8390723987373638,0.8114115734079195,8203.058851521308,0.6324362255106389,0.23057182173835877
26,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
27,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
28,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
29,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
30,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
31,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
32,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
33,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
34,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
35,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
36,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
37,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
38,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
39,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
40,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
41,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
42,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
43,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
44,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
45,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
46,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
47,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
48,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
49,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
50,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
51,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
52,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
53,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
54,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
55,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
56,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
57,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
58,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
59,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
60,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
61,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
62,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
63,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
64,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
65,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
66,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
67,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
68,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
69,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
70,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
71,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
72,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
73,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
74,1,1.7460285762595067,2.078765305300891,2.0749138481158393,2.253262677711389,2.2833416934874315,0.5590338297540302,8323.141790666554,0.632091694260966,0.24184498152795034
